id,name,label,superclass,classification,subclass,family,distribution,designer,weight,rg,extra condensed,compressed,condensed,wide,extra wide,display,caption,soft,character,cap48,x48,xheight,counter,adjust,about,history,usage,whattheysay,link,pairing,google,stylesheet,100 Greatest Fonts,Google Ranking,Typewolf Google,Typewolf Adobe,100 Greatest Score,Google Ranking Score,Typewolf Google Score,Typewolf Adobe Score,Good Fonts Table,Score,Quality,Utility,Underrated Boost,In Use Boost,Rating,Year,Vibe,inuse,status
103,Roboto Mono,Roboto Mono,Mono,GrotesqueMono,Mono,Roboto,Google,Christian Robertson,100..900;100..900i,100..900;100..900i,,,,,,,,,0,34,25.5,1.33,36%,1.01492537313433,"<br/>Roboto Mono is a monospaced addition to the Roboto type family. <br/>Like the other members of the Roboto family, the fonts are optimized for readability on screens across a wide variety of devices and reading environments. <br/>While the monospaced version is related to its variable width cousin, it doesn’t hesitate to change forms to better fit the constraints of a monospaced environment. <br/>For example, narrow glyphs like ‘I’, ‘l’ and ‘i’ have added serifs for more even texture while wider glyphs are adjusted for weight. <br/>Curved caps like ‘C’ and ‘O’ take on the straighter sides from Roboto Condensed.<br/><br/><br/><br/>Special consideration is given to glyphs important for reading and writing software source code. <br/>Letters with similar shapes are easy to tell apart. <br/>Digit ‘1’, lowercase ‘l’ and capital ‘I’ are easily differentiated as are zero and the letter ‘O’. <br/>Punctuation important for code has also been considered. <br/>For example, the curly braces ‘{&nbsp;}’ have exaggerated points to clearly differentiate them from parenthesis ‘(&nbsp;)’ and braces ‘[&nbsp;]’. <br/>Periods and commas are also exaggerated to identify them more quickly. <br/>The scale and weight of symbols commonly used as operators have also been optimized.<br/>",,,,https://fonts.google.com/specimen/Roboto+Mono,NeoGrotesque;,,,,5,,,,49,,,15,31.3333333333333,4,4,,5,52,2011,Neutral,Vox,
104,Roboto Serif,Roboto Serif,Serif,Contemporary,MetaSerif,Roboto,Google,Commercial Type;Greg Gazdowicz,100..900;100..900i,100..900;100..900i,,,,,,,,,1,34,24.5,1.39,36%,1.01492537313433,"Based in New York and London, Commercial Type is a joint venture between Paul Barnes and Christian Schwartz, who have collaborated since 2004 on various typeface projects, beginning with the award winning Guardian Egyptian, through to typefaces for clients worldwide including Vanity Fair; Helsingin Sanomat; T, The New York Times Style Magazine; MoMA; Visa; and Chobani. Commercial Type has also published typefaces that have helped to define the look of the last 10 years, including Graphik, Druk, and Dala Floda.<br/>",,,,https://fonts.google.com/specimen/Roboto+Serif,NeoGrotesque;Meta;DIN;,,,,45,,,,9,1,1,,5,5,6,,5,40,2011,Neutral,Cleveland Museum of Art,
105,Roboto Slab,Roboto Slab,Serif,Slab,Slab,Roboto,Google,Christian Robertson,100..900;100..900i,100..900;100..900i,,,,,,,,,1,34,25.5,1.33,32%,1.01492537313433,"Roboto has a dual nature. It has a mechanical skeleton and the forms are largely geometric. At the same time, the font features friendly and open curves. While some grotesks distort their letterforms to force a rigid rhythm, Roboto doesn’t compromise, allowing letters to be settled into their natural width. This makes for a more natural reading rhythm more commonly found in humanist and serif types. <br/>This is the Roboto Slab family, which can be used alongside the normal Roboto family and the Roboto Condensed family. <br/>In November 2019, the family was updated with a variable font &quot;Weight&quot; axis. <br/>To contribute, see github.com/googlefonts/robotoslab.",,,,https://fonts.google.com/specimen/Roboto+Slab,NeoGrotesque;Meta;DIN;,,,,6,,,,48,,,,16,7,7,,5,70,2011,Neutral,Narratively,
106,Roc Grotesk,Roc Grotesk,Sans,Grotesque,Blake,,Adobe,Nikola Kostić;Zoran Kostić;Kostic Type Foundry,400;100;200;300;500;600;700;800;900,400;100;200;300;500;600;700;800;900,,400;100;200;300;500;600;700;800;900,,400;100;200;300;500;600;700;800;900,ExtraWide-400;100;200;300;500;600;700;800;900,,,,6,31.5,23.5,1.34,4.5,0.940298507462687,N/A,,,,https://fonts.adobe.com/fonts/roc-grotesk,DIN;Slab;Blake;,Syne,qlm6yyj,,,,16,,,,12,,12,9,7,,,75,2012,Quirky,,REVIEW
107,Rubik,Rubik,Sans,Geometric,DIN,,Google,Hubert and Fischer;Meir Sadan;Cyreal;Daniel Grumer;Omaima Dajani,300..900;300..900i,300..900;300..900i,,,,,,,,,3,33.5,25,1.34,32%,1,"Rubik is a sans serif font family with slightly rounded corners designed by Philipp Hubert and Sebastian Fischer at Hubert &amp; Fischer as part of the Chrome Cube Lab project.  <br/> Rubik is a 5 weight family with Roman and Italic styles, that accompanies Rubik Mono One, a monospaced variation of the Black roman design.  <br/> Meir Sadan redesigned the Hebrew component in 2015. Alexei Vanyashin redesigned the Cyrillic component in 2016.  <br/> To contribute, see github.com/googlefonts/Rubik.","An interesting geometric sans probably closed to DIN. Letters are both squared off in the overall shape but rounded in their corners which creates an interesting dynamic. Difficult to pair and not the most attractive at large sizes, still could be a good choice for a technical brand.",,,https://fonts.google.com/specimen/Rubik,,,,,13,36,,,41,3,,15,31.6666666666667,5,7,,15,82,2015,Technical,Fandom;Tide;Electro Harmonix,
108,FF Scala,Scala Pro,Serif,Old Style,Garamond,Scala,Adobe,Martin Majoor;,400;400i;700;700i,400;400i;700;700i,,,400;700,,,,,,4,32,22,1.45,81%,0.955223880597015,<br/>  License Scala on MyFonts<br/><br/><br/>,"A post modern old-style (if that is possible!). Similar to Garamond but with some heavy, almost slab serifs, with sharp, 90 degree angles to the main letterforms. A moderate x-height overall contemporary feel makes this easy to pair geometric and Johnston-style humanist sans serifs, and some contemporary serifs.",,,https://fonts.adobe.com/fonts/scala,Johnston;,Cardo,sor6ygr,34,,,,6,,,,15,27,10,7,10,,107,1991,Elegant,,"Retain (High quality, paired)"
109,FF Scala Sans Pro,Scala Sans Pro,Sans,Humanist,Johnston,Scala,Adobe,Martin Majoor;,300;300i;400;400i;700;700i;900;900i,300;300i;400;400i;700;700i;900;900i,,,400;700,,,,,,4,32,22,1.45,81%,0.955223880597015,"An excellent post-modern humanist sans, similar to Johnston. The lowercase a and e both follow the forms of old style serifs feeling ancient and modern at the same. Highly opinonated so won’t work everywhere but looks good with sans fonts that don’t try and “out quirk” it - e.g. Neuzeit or serifs with similar x-heights, Old Styles in particular.","Scala Sans is a humanist sans serif, designed by Martin Majoor and released in 1993. It is a companion to the old-style Scala and is reminiscent of other humanist sans like Gill Sans and Syntax. It has striking letterforms that fit with the post-modern style of the time. It remains a popular choice in print design and branding - it is used by the Los Angeles Metro and was paired with Minion for The Elements Of Typographic Style by Robert Bringhurst.","Despite its popularity in print design, Scala Sans is a little under-utilised in web design. On its own, its post-modern style might seem a little dated, but it makes a great companion to old-style serifs, giving them a more modern and contemporary edge that still feels fresh today. It can also be a great choice when you need to give a user interface a design-forward or literary edge without sacrificing practicality.",,https://fonts.adobe.com/fonts/scala-sans,Garamond;Caslon;Neuzeit;,Gill Sans,zio3lkz,34,,,,5,,,,15,25,10,10,,5,130,1991,Elegant,NYU Press,
110,Schoolbook,Schoolbook,Serif,Modern,Century,,Adobe,Elena Tzaregorodtseva;Manvel Shmavonyan;Paratype,400;400i;700;700i;,400;400i;700;700i;,,,Cond-400;700,,,,,,3,32.5,22,1.48,25%,0.970149253731343,N/A,This is a modern take on Century Schoolbook. It can look a little stuffy so try pairing with a Neuzeit-style grotesque to soften the edges.,,,https://fonts.adobe.com/fonts/schoolbook,Futura;Neuzeit;Franklin;,Old Standard TT,wlu1kif,,,,,,,,,,0,9,6,,,54,1949,Quirky,,REVIEW
111,Sofia Pro,Sofia Pro,Sans,Geometric,Neuzeit,,Adobe,Olivier Gourvat;Mostardesign,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;900;900i,100;100i;200;200i;300;300i;400;400i;500;500i;600;600i;700;700i;900;900i,,,,,,,,300;300i;400;400i;500;500i;700;700i,1,33,23.5,1.40,72%,0.985074626865672,"A great take on the Neuzeit-style geometric. This font feels warm and open and looks good as a headline, body or accent. It has a bit of a subtle character so make sure any pairings don’t overshadow this.","Sofia Pro is a geometric sans, designed by Olivier Gourvat and first released in 2009 with the Pro version following in 2012. It manages to balance the precision and harmony of a geometric sans with the warmth of a humanist sans. It has a full set of ligatures, stylistic and contextual alternates and even a set of dingbats.","In a crowded class, Sofia Pro manages to stand out. Its geometric letterforms manage the rare combination of being fun and design-forward, and it works well in all contexts and sizes. Play around with the stylistic alternates to give it a little more character. The UI of this site uses Sofia.",Sofia Pro is a geometric sans font family who dares the modernism and the harmony of the curves.,https://fonts.adobe.com/fonts/sofia,,Outfit,rnn3pdy,,,,14,,,,13,,13,10,10,,15,128,2008,Neutral,Mast;Hims;Hers,
112,Soleil,Soleil,Sans,Geometric,Proxima,,Adobe,Wolfgang Homola;TypeTogether,300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,300;300i;400;400i;500;500i;600;600i;700;700i;800;800i,,,,,,,,,1,33.5,24,1.40,88%,1,<br/>  A tranquil and fresh geometric sans font family for clear text and headlines.<br/><br/><br/>,"Soleil sits somewhere inbetween a Neuzeit and Proxima-style geometric sans. Like Proxima, it fits in with most other fonts whilst being a bit darker in overall colour. Try this one out if Proxima is looking a little too subtle or formal.",,,https://fonts.adobe.com/fonts/soleil,Frutiger;Johnston;Meta;Optima;MetaSerif;Times;,Figtree,dve1mkc,,,,26,,,,9,,9,10,10,,,109,2011,Neutral,,REVIEW
113,Source Code Pro,Source Code Pro,Mono,HumanistMono,Mono,Source,Google,Santiago Orozco,200..900;200..900i,200..900;200..900i,,,,,,,,,1,31.5,23.5,1.34,76%,0.940298507462687,"The idea of this typeface is to be geometric, elegant, with a vintage feeling, for use at larger sizes. It is inspired by geometric sans serif designs from the 1920s. The x-height is half way from baseline to cap height, an unusual proportion.   There is a sister family, Josefin Slab   In December 2019, it was updated with a Variable Font &quot;Weight&quot; axis.   To contribute, see github.com/googlefonts/josefinsans.",,,,https://fonts.google.com/specimen/Source+Code+Pro,Frutiger;,,,,23,,,,31,,,,10.3333333333333,10,4,,5,55,2012,Neutral,Make Noise,
114,Source Sans 3,Source Sans,Sans,Humanist,Frutiger,Source,Google,Paul D. Hunt,200..900;200..900i,200..900;200..900i,,,,,,,,,1,31.5,23.5,1.34,78%,0.940298507462687,,"Source Sans is a high quality humanist sans serif with influences from Morris Fuller Benton’s gothics (Franklin Gothic, News Gothic). It was designed by Paul D. Hunt in 2012 and was the first open source font released by Adobe, bringing the quality of Adobe Originals to Google fonts.","Source Sans is a great choice whenever you need to communicate with warmth and clarity. It has become a go-to for public and third sector organisations who would have previously used Frutiger or Franklin-style sans serifs, although it also has been used by commercial brands to great effect. It works in most UI design contexts and is part of a family that includes serif and mono variants.","Source Sans Pro, Adobe's first open source typeface family, was designed by Paul D. Hunt. It is a sans serif typeface intended to work well in user interfaces.",https://fonts.google.com/specimen/Source+Sans+3,Slab;Times;Garamond;Caslon;,,,,40,9,,,14,15,,15,34.6666666666667,9,10,,15,140,2012,Neutral,Unbounce;Royal College of Art;Saatva,
115,Source Serif 4,Source Serif,Serif,Transitional,Times,Source,Google,Frank Grießhammer,200..900;200..900i,200..900;200..900i,,,,,,,,,1,32,22,1.45,45%,0.955223880597015,"Source Serif 4 is a serif typeface in the transitional style, designed to complement the Source Sans Pro family. The close companionship of Serif and Sans is achieved by a careful match of letter proportions and typographic color. Source Serif is loosely based on the work of Pierre Simon Fournier, and many idiosyncrasies typical to Fournier’s designs (like the bottom serif on the b or the middle serif on the w) are also found in Source Serif. Without being a pure historical revival, Source Serif takes cues from Fournier and reworks them for a modern age. <br/>Both typeface families have different personalities because they spring from the hands of different designers: Source Serif was designed by Frank Grießhammer, Source Sans was designed by Paul Hunt. Robert Slimbach consulted on both designs, which helped maintain the overall family harmony. Either design feels confident on its own but also works in combination with the other — just like their designers do. <br/>Source Serif continues Adobe’s line of high-quality open source typefaces. Designed for a digital environment, the letter shapes are simplified and highly readable. Its historical roots, combined with expert guidance give the typeface a strong character of its own that will shine when used for extended text on paper or screen. <br/>Source Serif is an active Open Source project – if you are interested in contributing, please visit source-serif-pro on Github for more information.","A transitional serif designed by Adobe, distributed as an open source project by Google. Based on the designs of Fournier, Source Serif has been updated for the digital age. It is designed to be paired with Source Sans, though looks good paired with a host of other humanist sans serifs and some geometric sans too.",,,https://fonts.google.com/specimen/Source+Serif+4,Frutiger;Johnston;Meta;Optima;Neuzeit;Proxima;,,,,41,10,,,13,14,,15,33.3333333333333,7,7,,15,97,2012,Neutral,Greenpeace (EU);Room To Read;Saatva;Evidation;Epicurious;,
116,Space Grotesk,Space Grotesk,Sans,Grotesque,DIN,Space,Google,Florian Karsten;,300..700,300..700,,,,,,,,,7,33.5,23.5,1.43,7,1,"Space Grotesk is a proportional sans-serif typeface variant based on Colophon Foundry's fixed-width Space Mono family (2016). Originally designed by Florian Karsten in 2018, Space Grotesk retains the monospace's idiosyncratic details while optimizing for improved readability at non-display sizes.  <br/> → floriankarsten.github.io/space-grotesk  <br/> Space Grotesk includes Latin Vietnamese, Pinyin, and all Western, Central, and South-Eastern European language support, as well as several OpenType features (old-style and tabular figures, superscript and subscript numerals, fractions, stylistic alternates).  <br/> To contribute, see github.com/floriankarsten/space-grotesk.",,,,https://fonts.google.com/specimen/Space+Grotesk,DIN;Blake;Meta;Slab;,,,,34,4,,,20,19,,15,40.6666666666667,5,4,,,61,2017,Technical,,REMOVE
117,Space Mono,Space Mono,Mono,GrotesqueMono,Mono,Space,Google,Colophon Foundry,400;400i;700;700i,400;400i;700;700i,,,,,,,,,7,33.5,24,1.40,7,1,"Colophon Foundry is a London and Los Angeles-based digital type foundry established in 2009. Its members comprise Benjamin Critton (US), Edd Harrington (UK), and Anthony Sheret (UK). The foundry's commissioned work in type design is complemented by independent and interdependent initiatives in editorial design, publishing, curation, and pedagogy.<br/>colophon-foundry.org<br/>",,,,https://fonts.google.com/specimen/Space+Mono,Blake;,,,,38,3,,,16,20,,,25.3333333333333,5,4,,,45,2016,Technical,,REMOVE
118,Syne,Syne,Sans,Grotesque,Blake,Syne,Google,Bonjour Monde;Lucas Descroix;George Triantafyllakos,400;500;600;700;800,400;500;600;700;800,,,,,,,,,2,31,24,1.29,,0.925373134328358,"The Syne family was originally designed in 2017 for the Art Center ""Synesthésie"", based in Saint-Denis — a suburb of Paris. The Art Center aims to gather diverse artistic personalities in order to create new and enriching situations. Based on that idea, Syne is an exploration of atypical associations of weights and styles.
Syne Regular is the starting point of the family. It is quite an archetypal geometric sans-serif, giving the art center a practical asset for their daily use. When getting bolder, the typeface also gets wider, forcing radical graphic design choices.
Checkout the other two members of this heteroclite family: Syne Mono and Syne Tactile.
A Greek script designed by George Triantafyllakos has been added in March 2022.
Syne was conceptualized by Bonjour Monde and designed by Lucas Descroix with the help of Arman Mohtadji. To contribute, see gitlab.com/bonjour-monde/fonderie/syne-typeface
",,,,https://fonts.google.com/specimen/Syne,DIN;Times;Blake;,,,,,,,,7,34,,,36.3333333333333,7,7,,,85,2017,Quirky,,REMOVE
119,Termina,Termina,Sans,Geometric,Proxima,,Adobe,Mattox Shuler;Fort Foundry,100;200;300;400;500;600;700;800;900,100;200;300;400;500;600;700;800;900,,,,,,,,,5,33.5,26,1.29,60%,1,N/A,,,,https://fonts.adobe.com/fonts/termina,,,vnb8owt,,,,7,,,,20,,20,9,7,,,83,2015,Elegant,,REMOVE
120,Tablet Gothic,Tablet Gothic,Sans,Grotesque,Franklin,,Adobe,"José Scaglione;Veronika Burian;TypeTogether.
",200;200i;300;300i;400;400i;600;600i;700;700i;800;800i;900;900i,200;200i;300;300i;400;400i;600;600i;700;700i;800;800i;900;900i,,200;200i;300;300i;400;400i;600;600i;700;700i;800;800i;900;900i,200;200i;300;300i;400;400i;600;600i;700;700i;800;800i;900;900i,200;200i;300;300i;400;400i;600;600i;700;700i;800;800i;900;900i,,,,,4,35,24.5,1.43,,1.04477611940299,"A pleasing, comprehensive 84-weight family for extensive editorial use.",,,,https://fonts.adobe.com/fonts/tablet-gothic,Blake;MetaSerif;Slab;,,vap4yal,,,,,,,,8,,8,9,9,,,89,2012,Quirky,,REMOVE
121,Trade Gothic Next,Trade Gothic Next,Sans,Grotesque,Franklin,,Adobe,Jackson Burke;Akira Kobayashi;Tom Grace,300;300i;400;400i;700;700i;800;800i,300;300i;400;400i;700;700i;800;800i,,400;700;800,400;400i;700;700i;800;800i,,,,,,2,34.5,25,1.38,52%,1.02985074626866,,"Trade Gothic is a grotesque in the tradition of other gothics like Franklin and News. It was designed by Jackson Burke in 1948, and despite it’s age it feels surprisingly fresh. It has been a go-to in print design since its original issue, and has recently become popular in web and UI design too. Trade Gothic Next is a reissue of the font from 2009 that resolves some of the unusual issues from the original design. Unfortunately the expanded width is missing from this version.","Trade Gothic is a great choice if you want something classic but a little off beat - it was a popular choice for jazz album covers from the 50s and 60s. Its bold and condensed variants look great for display sizes, but it also works well for labels and short blocks of text. If the narrower letterforms aren’t working at smaller sizes, it can be paired with other gothics like Franklin or contemporary and slab serifs.",,https://fonts.adobe.com/fonts/trade-gothic-next,Blake;MetaSerif;Slab;Franklin,Libre Franklin,opm5muz,58,,,,2,,,,15,19,10,9,10,15,134,1948,Neutral,Amnesty;Booth School of Business;Gibson,
122,Utopia Std,Utopia,Serif,Transitional,Times,,Adobe,Robert Slimbach;Adobe Originals,400;400i;600;600i;700;700i,400;400i;600;600i;700;700i,,,,,,,,,2,33,22,1.50,,0.985074626865672,"Utopia is an Adobe Originals text face designed by Robert Slimbach in 1989. It combines the vertical stress and pronounced stroke contrast of eighteenth-century Transitional types like Baskerville and Walbaum with contemporary innovations in character shapes and stroke details. Utopia has four weights, plus a titling font and an Expert Collection, all of which combine to make a flexible family of types that is excellent for a range of applications from corporate communications and advertising to book and newspaper publishing. U.S. Patents Des. 324,063; and 317,323.

",,,,https://fonts.adobe.com/fonts/utopia,NeoGrotesque;Franklin;Frutiger;Johnston;Meta;Optima;Neuzeit;Proxima;,,omu3uvv,,,,,,,,,,0,9,9,10,5,96,1989,Neutral,Warby Parker,
123,Work Sans,Work Sans,Sans,Grotesque,Blake,,Google,Wei Huang,100..900;100..900i,100..900;100..900i,,,,,,,,,4,31.5,24,1.31,47%,0.940298507462687,,"Work Sans is a grotesque designed by Wei Huang in 2015. It is representative of a contemporary trend for “quirky” sans serif fonts that are inspired by some of the earliest sans serifs, before the letter forms in this style were properly refined. Work Sans is based on grotesques of Stephenson Blake, Miller & Richard and Bauerschen Giesserei.","For all its quirks, Work Sans is a true workhorse that looks great at a range of sizes. Although its high x-height makes it tricky to pair, you can play up to its quirky side by pairing either with other similar sans or some of the more characterful contemporary serifs.","Work Sans is a typeface family based loosely on early Grotesques, such as those by Stephenson Blake, Miller & Richard and Bauerschen Giesserei. ",https://fonts.google.com/specimen/Work+Sans,Blake;Times;Glyphic;MetaSerif,,,,14,5,,,40,18,,15,46.3333333333333,8,9,,15,133,2015,Quirky,The Body Shop;Pure Electric;Conde Nast Traveller,
124,Zilla Slab,Zilla Slab,Serif,Slab,Slab,,Google,Typotheque,300;300i;400;400i;500;500i;600;600i;700;700i,300;300i;400;400i;500;500i;600;600i;700;700i,,,,,,,,,4,31,21.5,1.44,,0.925373134328358,"Zilla Slab is Mozilla's core typeface, used for the Mozilla wordmark, headlines and throughout their designs. A contemporary slab serif, based on Typotheque's Tesla, it is constructed with smooth curves and true italics, which gives text an unexpectedly sophisticated industrial look and a friendly approachability in all weights.",,,,https://fonts.google.com/specimen/Zilla+Slab,Frutiger;Blake;,,,,30,,,,24,1,1,,10,7,7,,5,64,,Quirky,Mozilla,
